waypoint_id,x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag,traffic_light_detection,target_traffic_light_camera,start,goal,stop_point,detection_range_front_l,detection_range_front_r,detection_range_rear_l,detection_range_rear_r,fatal_area_left,fatal_area_right,cargo_left,cargo_right,obstacle_detection_distance_change,winker_point,obstacle_sensor_range,mode_change,attention_broadcast,inter_vehicular_distance,minimum_target_point_distance,target_point_ratio,voxel_leaf_size,local_max_slope,preliminary_output,route_change,pause_point,pause_time,cross_point,cross_point_detection_area_left,cross_point_detection_area_right,cross_point_detection_area_front,cross_point_detection_area_back,object_detection_intersect,vehicle_waypoint_distance
25,94616.7031,78082.5625,35.7992,-0.2137,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
26,94617.2031,78082.4375,35.7869,-0.2115,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
27,94617.7344,78082.2969,35.789,-0.2169,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
28,94618.2422,78082.1719,35.8025,-0.2208,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
29,94618.75,78082.0469,35.7968,-0.2187,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
30,94619.2344,78081.8906,35.8099,-0.2226,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
31,94619.7812,78081.7812,35.82,-0.2215,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
32,94620.3203,78081.6641,35.8054,-0.216,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
33,94620.8438,78081.5312,35.8188,-0.2121,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
34,94621.3438,78081.4219,35.8117,-0.2098,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
35,94621.8984,78081.2891,35.8045,-0.214,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
36,94622.3828,78081.1641,35.8136,-0.2124,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
37,94622.8828,78081.0547,35.8149,-0.216,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
38,94623.3828,78080.9453,35.8228,-0.2217,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
39,94623.9219,78080.7812,35.8118,-0.2251,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
40,94624.4219,78080.6641,35.8209,-0.2304,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
41,94624.9219,78080.5469,35.8278,-0.2288,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
42,94625.4141,78080.3828,35.8223,-0.2243,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
43,94625.9219,78080.25,35.8266,-0.2234,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
44,94626.4375,78080.1484,35.8152,-0.2192,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
45,94626.9375,78080.0469,35.8244,-0.2255,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
46,94627.4531,78079.875,35.8069,-0.2211,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
47,94627.9531,78079.7734,35.7986,-0.2236,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
48,94628.4766,78079.6719,35.809,-0.2235,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
49,94628.9609,78079.5469,35.832,-0.2209,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
50,94629.4766,78079.4141,35.8084,-0.2186,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
51,94629.9688,78079.2969,35.7948,-0.2104,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
52,94630.4531,78079.1719,35.8029,-0.2058,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
53,94630.9453,78079.0547,35.825,-0.203,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
54,94631.4531,78078.9219,35.8253,-1.85,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,1,2,0,0,0,0,0,0,10
55,94631.9609,78078.7734,35.8091,-0.3577,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
56,94632.4297,78078.5312,35.8292,-0.5658,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
57,94632.8047,78078.1562,35.8135,-0.8355,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
58,94633.1094,78077.7578,35.7892,-1.1328,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
59,94633.2422,78077.2578,35.8025,-1.8,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,1,2,10,2,0,0,10
60,94633.1345,78076.7111,35.7953,-1.8719,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
61,94632.895,78076.2756,35.7938,-2.1629,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
62,94632.5388,78075.7919,35.7834,-2.4136,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
63,94632.1991,78075.4976,35.7813,-2.5842,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
64,94631.8006,78075.1851,35.8014,-2.662,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,2.5,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
65,94631.3808,78074.9793,35.8123,-2.663,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,2.5,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
66,94630.9766,78074.75,35.7741,-2.6013,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,2.5,2,12,1,0,0,1.75,1.75,0,0,0,0,1,5,0,0,0,0,0,0,10
67,94630.5078,78074.4766,35.766,-2.5119,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
68,94630.0781,78074.1406,35.7825,-2.4031,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
69,94629.6562,78073.7734,35.7673,-2.2818,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
70,94629.3594,78073.3672,35.7372,-2.1673,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
71,94629.0078,78072.9141,35.7369,-2.0427,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
72,94628.8359,78072.3906,35.7201,-1.9205,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
73,94628.6719,78071.8594,35.699,-1.8051,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
74,94628.5625,78071.3672,35.6924,-1.7436,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
75,94628.4844,78070.7734,35.6748,-1.6862,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
76,94628.3828,78070.2344,35.6731,-1.6593,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
77,94628.3203,78069.7031,35.6702,-1.6571,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
78,94628.2734,78069.1875,35.6613,-1.6622,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
79,94628.1953,78068.6875,35.6678,-1.669,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
80,94628.1328,78068.1875,35.6546,-1.676,5,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
81,94628.0625,78067.6172,35.6426,-1.6845,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
82,94627.9844,78067.0703,35.6285,-1.85,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
83,94627.9297,78066.5625,35.6227,-1.7023,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,1,2,0,0,0,0,0,0,10
84,94627.8125,78066.0234,35.6255,-1.7567,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
85,94627.6562,78065.4766,35.6044,-1.8626,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
86,94627.4688,78064.9844,35.5834,-1.9865,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
87,94627.1953,78064.5,35.5612,-2.1272,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
88,94626.875,78064.0625,35.5283,-2.2825,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
89,94626.4844,78063.6953,35.5405,-2.4678,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
90,94626,78063.4141,35.5113,-2.6551,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,1,15,10,4,0,0,10
91,94625.5391,78063.2188,35.5346,-2.8132,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
92,94625,78063.0938,35.4649,-2.9655,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,1,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
93,94624.4609,78063.0156,35.5145,-3.0976,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,2,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
94,94623.9219,78063.0078,35.5698,3.0988,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
95,94623.375,78063.0234,35.4521,3.0367,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
96,94622.8047,78063.1328,35.5522,2.9838,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
97,94622.2734,78063.25,35.5623,2.9551,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
98,94621.7734,78063.3359,35.5554,2.9482,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
99,94621.2656,78063.4531,35.5551,2.9452,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
100,94620.7344,78063.5703,35.5173,2.939,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
101,94620.25,78063.6953,35.5493,2.9377,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
102,94619.7266,78063.7969,35.5348,2.9358,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
103,94619.2266,78063.9219,35.5123,2.9363,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
104,94618.7188,78064.0469,35.5108,2.9374,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
105,94618.2109,78064.1641,35.4919,2.9362,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
106,94617.7031,78064.2734,35.4856,2.9382,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
107,94617.1641,78064.4141,35.5245,2.9359,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
108,94616.6328,78064.5312,35.5189,2.9366,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
109,94616.1016,78064.6719,35.5116,2.9401,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
110,94615.6094,78064.7891,35.5353,2.9385,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
111,94615.125,78064.9219,35.5162,2.9404,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
112,94614.5859,78065.0469,35.5284,2.9408,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
113,94614.0234,78065.1797,35.5566,2.9377,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
114,94613.5,78065.3047,35.5469,2.9379,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
115,94612.9922,78065.4297,35.566,2.9357,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
116,94612.4766,78065.5312,35.5188,2.9364,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
117,94611.9453,78065.625,35.4878,2.9394,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
118,94611.3984,78065.7578,35.5168,2.9389,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
119,94610.8438,78065.9297,35.5521,2.9427,10,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,5,0,10,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,10
