waypoint_id,x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag,traffic_light_detection,target_traffic_light_camera,start,goal,stop_point,detection_range_front_l,detection_range_front_r,detection_range_rear_l,detection_range_rear_r,fatal_area_left,fatal_area_right,cargo_left,cargo_right,obstacle_detection_distance_change,winker_point,obstacle_sensor_range,mode_change,attention_broadcast,inter_vehicular_distance,minimum_target_point_distance,target_point_ratio,voxel_leaf_size,local_max_slope,preliminary_output,route_change,pause_point,pause_time,cross_point,cross_point_detection_area_left,cross_point_detection_area_right,cross_point_detection_area_front,cross_point_detection_area_back,object_detection_intersect,vehicle_waypoint_distance
37,94595.7031,78087.625,35.7876,-0.1645,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,2,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
38,94596.2109,78087.5078,35.7808,-0.1758,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
39,94596.7031,78087.4062,35.7928,-0.1734,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
40,94597.2109,78087.2891,35.7808,-0.1838,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
41,94597.7422,78087.2109,35.7831,-0.1891,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
42,94598.25,78087.0859,35.7833,-0.1912,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
43,94598.7422,78086.9453,35.7918,-0.1955,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
44,94599.3281,78086.8125,35.7905,-0.1977,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
45,94599.8281,78086.7031,35.7852,-0.2052,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
46,94600.3438,78086.6016,35.7715,-0.212,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
47,94600.8516,78086.4844,35.7652,-0.2152,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
48,94601.375,78086.375,35.7606,-0.2267,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
49,94601.8672,78086.2188,35.757,-0.2244,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
50,94602.4141,78086.0859,35.7772,-0.2243,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
51,94602.9062,78085.9766,35.7796,-0.2245,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
52,94603.3984,78085.8281,35.7599,-0.227,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
53,94603.9297,78085.6953,35.7525,-0.232,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
54,94604.4375,78085.5859,35.7642,-0.228,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
55,94604.9688,78085.4219,35.756,-0.2265,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
56,94605.4688,78085.2969,35.7698,-0.2189,3,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
57,94605.9766,78085.1797,35.7487,-0.219,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
58,94606.4844,78085.1016,35.7682,-0.2267,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
59,94607.0153,78085.0425,35.7743,-0.2247,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
60,94607.5153,78084.9331,35.7702,-0.2257,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
61,94608.0391,78084.6875,35.783,-0.2207,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
62,94608.5547,78084.5625,35.7609,-0.2111,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
63,94609.0156,78084.3594,35.7942,-0.2106,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
64,94609.5469,78084.3203,35.778,-0.2099,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
65,94610.0625,78084.1719,35.785,-0.2131,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
66,94610.5703,78084.0312,35.7903,-0.2168,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
67,94611.0625,78083.9219,35.7804,-0.2154,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
68,94611.5547,78083.8203,35.7931,-0.2146,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
69,94612.0547,78083.6875,35.791,-0.2098,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
70,94612.5625,78083.5391,35.7786,-0.2088,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
71,94613.1016,78083.4141,35.7897,-0.2061,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
72,94613.6094,78083.2734,35.8148,-0.1997,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
73,94614.1875,78083.1797,35.8039,-0.207,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
74,94614.6953,78083.0469,35.8097,-0.2064,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
75,94615.2031,78082.8906,35.8158,-0.2084,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
76,94615.7031,78082.7969,35.796,-0.2071,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
77,94616.2031,78082.6875,35.7913,-0.2081,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
78,94616.7031,78082.5625,35.7992,-0.2137,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
79,94617.2031,78082.4375,35.7869,-0.2115,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
80,94617.7344,78082.2969,35.789,-0.2169,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
81,94618.2422,78082.1719,35.8025,-0.2208,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
82,94618.75,78082.0469,35.7968,-0.2187,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
83,94619.2344,78081.8906,35.8099,-0.2226,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
84,94619.7812,78081.7812,35.82,-0.2215,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
85,94620.3203,78081.6641,35.8054,-0.216,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
86,94620.8438,78081.5312,35.8188,-0.2121,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
87,94621.3438,78081.4219,35.8117,-0.2098,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
88,94621.8984,78081.2891,35.8045,-0.214,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
89,94622.3828,78081.1641,35.8136,-0.2124,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
90,94622.8828,78081.0547,35.8149,-0.216,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
91,94623.3828,78080.9453,35.8228,-0.2217,1,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
92,94623.9219,78080.7812,35.8118,-0.2251,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
93,94624.411,78080.6153,35.8209,-0.2304,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
94,94624.8791,78080.3515,35.8278,-0.2288,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
95,94625.3326,78080.0425,35.8223,-0.2243,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,2,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
96,94625.8173,78079.8124,35.8266,-0.2234,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
97,94626.2912,78079.5666,35.8152,-0.2192,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
98,94626.7641,78079.3689,35.8244,-0.2255,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
99,94627.2412,78079.2593,35.8069,-0.2211,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
100,94627.7522,78079.2065,35.7986,-0.2236,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
101,94628.2757,78079.105,35.809,-0.2235,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
102,94628.76,78078.98,35.832,-0.2209,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
103,94629.2866,78078.896,35.8084,-0.2186,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
104,94629.7897,78078.8276,35.7948,-0.2104,2,0,0,0,0,0,0,NULL,0,0,0,0.5,1,0,0,0,0,0,0,5,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
105,94630.274,78078.7026,35.8029,-0.2058,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
106,94630.7662,78078.5854,35.825,-0.203,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
107,94631.274,78078.4526,35.8253,-0.2058,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
108,94631.7338,78078.3555,35.6399,-1.85,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,1,2,0,0,0,0,0,0,1.5
109,94632.2222,78078.2478,35.6411,-0.3159,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
110,94632.6609,78078.1104,35.6419,-0.5201,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
111,94632.9745,78077.938,35.6423,-1.0207,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
112,94633.1218,78077.59,35.6397,-1.0207,2,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,0,13,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
113,94633.2422,78077.2578,35.8025,-1.8,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,1,2,10,2,0,0,1.5
114,94633.1345,78076.7111,35.7953,-1.8719,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
115,94632.895,78076.2756,35.7938,-2.1629,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
116,94632.5388,78075.7919,35.7834,-2.4136,3,0,0,0,0,0,0,NULL,0,0,0,1,1,0,0,0,0,0,0,3,2,12,1,0,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,1.5
